-0.005762543,-0.026771654,-0.087659574,0.026041667,-0.003649528
0.058059358,0.113268608,0.175373134,0.096115648,0.076657094
-0.037038786,0.035610465,-0.026984127,-0.077318031,-0.144085787
0.055545566,-0.002807018,0.093800979,0.044626296,0.089131264
0.037786691,0.035890218,0.021625652,0.163150198,0.064523664
-0.027949801,0.001358696,-0.032116788,0,0.011107759
-0.030104391,0.033921303,-0.09653092,-0.08279454,-0.038002496
-0.038620428,-0.002624672,0.012520868,-0.055120423,-0.072860567
0.015788867,-0.039473684,0.003297609,-0.023831727,-0.053039749
-0.046614153,-0.045890411,-0.06409203,-0.0842798,-0.121013585
